# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DRG1	ENSG00000185721	ENST00000433341	processed_transcript	0	1	0	54	0	0	0	0	25	0	0	1	0	29	0	0	1	0	0	0	0	0	0
DRG1	ENSG00000185721	ENST00000469673	retained_intron	2	0	0	38	0	0	0	0	0	0	0	2	0	29	1	1	0	0	0	0	0	0	9
DRG1	ENSG00000185721	ENST00000486584	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
DRG1	ENSG00000185721	ENST00000548143	nonsense_mediated_decay	1	0	0	64	0	0	0	0	0	0	0	37	0	12	0	1	0	0	0	0	0	0	16
DRICH1	ENSG00000189269	ENST00000317749	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DRICH1	ENSG00000189269	ENST00000614553	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000377087	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000404885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000407308	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000412865	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000430175	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000461301	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000262726	protein_coding	0	0	0	58	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000356087	protein_coding	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000396231	protein_coding	0	0	0	58	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000404038	retained_intron	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000468552	retained_intron	0	0	0	47	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000476600	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000485142	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
EIF3D	ENSG00000100353	ENST00000216190	protein_coding	0	109	6	2	0	0	2	0	0	0	0	2	6	0	0	0	6	0	0	0	0	106	0
EIF3D	ENSG00000100353	ENST00000402116	protein_coding	0	31	4	20	0	0	2	0	18	0	0	1	4	0	0	0	4	0	0	0	0	29	0
EIF3D	ENSG00000100353	ENST00000405442	protein_coding	0	109	6	2	0	0	2	0	0	0	0	2	6	0	0	0	6	0	0	0	0	106	0
EIF3D	ENSG00000100353	ENST00000426531	retained_intron	0	3	0	76	0	0	0	0	8	0	0	1	0	40	0	0	3	0	0	0	0	0	30
EIF3D	ENSG00000100353	ENST00000432675	retained_intron	0	3	0	64	0	0	0	0	30	0	0	1	0	36	0	0	3	0	0	0	0	0	0
EIF3D	ENSG00000100353	ENST00000455547	protein_coding	0	58	4	23	0	0	2	0	21	0	0	1	4	0	0	0	3	0	0	0	0	56	0
EIF3D	ENSG00000100353	ENST00000457241	protein_coding	0	38	4	43	0	0	2	0	41	0	0	1	4	0	0	0	4	0	0	0	0	36	0
EIF3D	ENSG00000100353	ENST00000458572	nonsense_mediated_decay	0	4	0	116	34	0	0	0	14	0	0	1	0	52	0	0	4	0	0	0	0	0	19
EIF3D	ENSG00000100353	ENST00000462641	retained_intron	0	2	0	47	0	0	0	0	0	0	0	1	0	31	0	0	2	0	0	0	0	0	17
EIF3D	ENSG00000100353	ENST00000462794	retained_intron	0	0	0	79	0	0	0	0	32	0	0	0	0	17	0	0	0	0	0	0	0	0	30
EIF3D	ENSG00000100353	ENST00000478547	protein_coding	0	8	2	33	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	33
EIF3D	ENSG00000100353	ENST00000496875	retained_intron	0	2	0	45	0	0	0	0	29	0	0	0	0	18	0	0	2	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000381683	protein_coding	0	93	3	13	0	0	0	0	0	0	0	15	3	0	0	0	3	0	0	0	0	91	0
EIF3L	ENSG00000100129	ENST00000406934	protein_coding	1	84	10	14	0	0	14	0	0	0	0	2	10	0	0	0	3	1	0	0	0	82	0
EIF3L	ENSG00000100129	ENST00000412331	protein_coding	0	106	3	0	0	0	0	0	0	0	0	2	3	0	0	0	3	0	0	0	0	104	0
EIF3L	ENSG00000100129	ENST00000414316	protein_coding	0	28	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	28	0
EIF3L	ENSG00000100129	ENST00000436452	nonsense_mediated_decay	0	2	0	79	29	0	0	0	15	0	0	1	0	36	0	0	2	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000439997	nonsense_mediated_decay	0	2	0	70	20	0	0	0	9	0	0	1	0	42	0	0	2	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000450376	protein_coding	0	6	0	60	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	5	58
EIF3L	ENSG00000100129	ENST00000451427	protein_coding	0	32	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	32	0
EIF3L	ENSG00000100129	ENST00000460638	retained_intron	0	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000464790	processed_transcript	0	2	0	42	0	0	0	0	23	0	0	1	0	20	0	0	2	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000476955	processed_transcript	0	2	0	64	0	0	0	0	23	0	0	14	0	29	0	0	2	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000477256	retained_intron	0	2	0	107	0	0	0	0	3	0	0	1	0	105	0	0	2	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000482600	retained_intron	0	1	0	73	0	0	0	0	0	0	0	1	0	73	0	0	1	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000624234	protein_coding	0	106	3	0	0	0	0	0	0	0	0	2	3	0	0	0	3	0	0	0	0	104	0
EIF4ENIF1	ENSG00000184708	ENST00000330125	protein_coding	0	0	0	25	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000344710	protein_coding	0	0	0	25	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000397518	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000397520	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000397523	protein_coding	0	0	0	25	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000397525	protein_coding	0	0	0	25	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000418321	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000423097	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000441289	processed_transcript	0	0	0	28	0	0	0	0	11	0	0	17	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000445424	nonsense_mediated_decay	0	0	0	20	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3
EIF4ENIF1	ENSG00000184708	ENST00000475437	retained_intron	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000487671	retained_intron	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3
EIF4ENIF1	ENSG00000184708	ENST00000495101	retained_intron	0	0	0	20	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
ENTHD1	ENSG00000176177	ENST00000325157	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EP300	ENSG00000100393	ENST00000263253	protein_coding	0	37	2	6	3	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	0	36	0
EP300	ENSG00000100393	ENST00000635083	retained_intron	0	1	0	29	0	0	0	0	13	0	0	0	0	17	0	0	1	0	0	0	0	0	0
EP300	ENSG00000100393	ENST00000635552	retained_intron	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EP300	ENSG00000100393	ENST00000635584	processed_transcript	0	0	0	15	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	4
EP300	ENSG00000100393	ENST00000635691	retained_intron	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EP300-AS1	ENSG00000231993	ENST00000420537	antisense	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000331029	protein_coding	0	14	2	12	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	0
EWSR1	ENSG00000182944	ENST00000332035	protein_coding	0	12	2	14	5	0	0	0	7	0	0	2	2	0	0	0	0	0	0	0	0	12	0
EWSR1	ENSG00000182944	ENST00000332050	protein_coding	0	14	2	12	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	0
EWSR1	ENSG00000182944	ENST00000333395	protein_coding	0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13	0
EWSR1	ENSG00000182944	ENST00000360091	protein_coding	0	1	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EWSR1	ENSG00000182944	ENST00000397938	protein_coding	0	14	2	12	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	0
EWSR1	ENSG00000182944	ENST00000406548	protein_coding	0	14	2	12	5	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	14	0
EWSR1	ENSG00000182944	ENST00000414183	protein_coding	0	15	2	12	6	0	0	0	6	0	0	0	2	0	0	0	1	0	0	0	0	14	0
EWSR1	ENSG00000182944	ENST00000415761	protein_coding	0	7	0	8	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	5	0
EWSR1	ENSG00000182944	ENST00000436425	protein_coding	0	10	2	3	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	10	0
EWSR1	ENSG00000182944	ENST00000437155	protein_coding	0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13	0
EWSR1	ENSG00000182944	ENST00000444626	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000447973	protein_coding	0	10	2	3	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	10	0
EWSR1	ENSG00000182944	ENST00000455726	protein_coding	0	11	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	11	0
EWSR1	ENSG00000182944	ENST00000469669	retained_intron	0	0	0	14	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1
EWSR1	ENSG00000182944	ENST00000479135	retained_intron	0	0	0	28	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000483415	retained_intron	0	0	0	15	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000483629	retained_intron	0	0	0	14	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1
EWSR1	ENSG00000182944	ENST00000485037	retained_intron	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000493426	retained_intron	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000610553	retained_intron	0	0	0	13	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000629659	protein_coding	0	14	2	12	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	0
FABP5P11	ENSG00000240122	ENST00000430910	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
FAM109B	ENSG00000177096	ENST00000321753	protein_coding	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM109B	ENSG00000177096	ENST00000419475	protein_coding	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM118A	ENSG00000100376	ENST00000216214	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FAM118A	ENSG00000100376	ENST00000405673	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FAM118A	ENSG00000100376	ENST00000424557	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM118A	ENSG00000100376	ENST00000427777	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM118A	ENSG00000100376	ENST00000441876	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FAM118A	ENSG00000100376	ENST00000452238	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM118A	ENSG00000100376	ENST00000477714	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000336769	protein_coding	0	0	0	31	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000358295	protein_coding	0	0	0	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000402357	protein_coding	0	0	0	24	14	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000406880	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000473898	processed_transcript	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000355830	protein_coding	0	0	0	7	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000424706	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000484582	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000535113	protein_coding	0	0	0	11	0	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000540952	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000541689	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000543828	processed_transcript	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000544346	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000608409	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM230B	ENSG00000215498	ENST00000440315	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000262722	protein_coding	0	0	0	19	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000327858	protein_coding	0	0	0	19	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000340923	protein_coding	0	0	0	19	0	0	0	0	4	0	0	15	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000402984	protein_coding	0	0	0	19	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000411478	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000437711	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBLN1	ENSG00000077942	ENST00000439835	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000442170	protein_coding	0	0	0	19	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000445110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000451475	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000454279	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000455233	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000476366	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FOXRED2	ENSG00000100350	ENST00000216187	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
FOXRED2	ENSG00000100350	ENST00000397223	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FOXRED2	ENSG00000100350	ENST00000397224	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
FOXRED2	ENSG00000100350	ENST00000423980	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
FRG1FP	ENSG00000283047	ENST00000635667	unprocessed_pseudogene	0	0	0	22	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
FRG1GP	ENSG00000283023	ENST00000634617	unprocessed_pseudogene	0	1	0	15	0	0	0	0	0	0	0	3	0	13	0	0	1	0	0	0	0	0	0
FUNDC2P4	ENSG00000227009	ENST00000441207	processed_pseudogene	0	1	0	16	0	0	0	0	10	0	0	0	0	7	0	0	1	0	0	0	0	0	0
GAB4	ENSG00000215568	ENST00000400588	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GAB4	ENSG00000215568	ENST00000465611	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GAB4	ENSG00000215568	ENST00000523144	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000402369	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
GAL3ST1	ENSG00000128242	ENST00000406361	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
GAL3ST1	ENSG00000128242	ENST00000431313	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
GALR3	ENSG00000128310	ENST00000249041	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GAPDHP37	ENSG00000231907	ENST00000442317	processed_pseudogene	0	0	0	59	0	0	0	0	1	0	0	0	0	58	0	0	0	0	0	0	0	0	0
GCAT	ENSG00000100116	ENST00000248924	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
GCAT	ENSG00000100116	ENST00000323205	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
GCAT	ENSG00000100116	ENST00000415371	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
GCAT	ENSG00000100116	ENST00000426858	nonsense_mediated_decay	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
GCAT	ENSG00000100116	ENST00000445195	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
GCAT	ENSG00000100116	ENST00000451984	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
GCAT	ENSG00000100116	ENST00000478203	retained_intron	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
GGA1	ENSG00000100083	ENST00000325180	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000326597	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GGA1	ENSG00000100083	ENST00000343632	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000381756	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000405147	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000406772	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000411501	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000413251	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GGA1	ENSG00000100083	ENST00000423024	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GGA1	ENSG00000100083	ENST00000429218	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000431745	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000439161	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000447515	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000449944	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000453208	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000484804	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000488672	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000489772	retained_intron	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000248923	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GGT2	ENSG00000133475	ENST00000401924	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GGT2	ENSG00000133475	ENST00000405188	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GGT2	ENSG00000133475	ENST00000424627	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GNAZ	ENSG00000128266	ENST00000479571	processed_transcript	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAZ	ENSG00000128266	ENST00000615612	protein_coding	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNB1L	ENSG00000185838	ENST00000329517	protein_coding	0	0	0	70	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
GNB1L	ENSG00000185838	ENST00000403325	protein_coding	0	0	0	70	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
GNB1L	ENSG00000185838	ENST00000405009	protein_coding	0	0	0	70	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
GNB1L	ENSG00000185838	ENST00000460402	processed_transcript	0	0	0	70	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
GOLGA2P4	ENSG00000229608	ENST00000441462	unprocessed_pseudogene	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GP1BB	ENSG00000203618	ENST00000366425	protein_coding	0	1	0	63	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
GPM6BP3	ENSG00000234121	ENST00000442797	processed_pseudogene	0	0	0	35	0	0	0	0	28	0	0	0	0	7	0	0	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000344138	protein_coding	0	0	0	25	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
